depth,cali,gr,density,nphi,res
5255,12.281,75.481,2.242,0.379,1.269
5255.5,12.212,75.678,2.244,0.381,1.263
5256,12.06,72.837,2.224,0.371,1.254
5256.5,12.051,68.605,2.187,0.357,1.238
5257,12.059,66.65,2.155,0.331,1.215
5257.5,12.06,68.953,2.126,0.327,1.188
5258,12.138,69.667,2.114,0.349,1.149
5258.5,12.214,68.02,2.111,0.364,1.116
5259,12.338,65.796,2.109,0.354,1.091
5259.5,12.425,65.549,2.095,0.345,1.041
5260,12.395,69.404,2.092,0.338,0.999
5260.5,12.411,69.565,2.086,0.347,0.977
5261,12.454,70.122,2.094,0.343,0.949
5261.5,12.528,68.255,2.098,0.366,0.926
5262,12.544,64.7,2.104,0.378,0.915
5262.5,12.478,63.046,2.098,0.382,0.91
5263,12.238,63.674,2.105,0.369,0.911
5263.5,12.093,65.241,2.107,0.361,0.918
5264,12.103,66.176,2.112,0.326,0.928
5264.5,12.093,68.577,2.112,0.31,0.937
5265,12.093,69.939,2.103,0.319,0.943
5265.5,12.09,68.152,2.091,0.349,0.95
5266,12.097,66.379,2.069,0.368,0.954
5266.5,12.103,65.213,2.084,0.359,0.96
5267,12.09,68.618,2.104,0.361,0.964
5267.5,12.12,67.991,2.12,0.343,0.966
5268,12.136,67.437,2.116,0.344,0.968
5268.5,12.13,65.997,2.12,0.337,0.969
5269,12.17,66.248,2.113,0.366,0.971
5269.5,12.161,68.43,2.115,0.383,0.971
5270,12.206,67.247,2.107,0.4,0.972
5270.5,12.15,65.74,2.093,0.376,0.973
5271,12.104,64.186,2.069,0.37,0.973
5271.5,12.088,63.648,2.046,0.356,0.974
5272,12.099,65.952,2.048,0.346,0.975
5272.5,12.127,69.575,2.058,0.357,0.981
5273,12.177,70.812,2.085,0.353,0.991
5273.5,12.167,71.357,2.115,0.38,1.012
5274,12.175,69.563,2.129,0.387,1.032
5274.5,12.177,70.919,2.12,0.387,1.054
5275,12.182,70.4,2.116,0.373,1.074
5275.5,12.182,72.156,2.132,0.35,1.09
5276,12.182,73.385,2.163,0.379,1.114
5276.5,12.129,73.277,2.183,0.38,1.137
5277,12.029,71.306,2.181,0.396,1.15
5277.5,11.952,71.677,2.173,0.381,1.159
5278,11.955,71.068,2.172,0.388,1.169
5278.5,11.942,74.058,2.183,0.388,1.182
5279,11.944,72.644,2.194,0.385,1.198
5279.5,11.948,74.776,2.21,0.386,1.212
5280,11.88,76.667,2.211,0.383,1.224
5280.5,11.819,76.02,2.2,0.39,1.235
5281,11.649,76.587,2.194,0.39,1.247
5281.5,11.627,73.427,2.208,0.381,1.259
5282,11.588,75.06,2.219,0.389,1.27
5282.5,11.584,72.271,2.225,0.393,1.264
5283,11.582,73.417,2.207,0.396,1.263
5283.5,11.582,72.539,2.196,0.381,1.262
5284,11.594,74.192,2.171,0.383,1.258
5284.5,11.586,70.966,2.171,0.377,1.248
5285,11.705,74.982,2.18,0.368,1.25
5285.5,11.841,73.846,2.197,0.369,1.25
5286,11.844,76.374,2.193,0.379,1.252
5286.5,11.967,70.564,2.182,0.391,1.258
5287,12.054,69.85,2.179,0.399,1.261
5287.5,12.15,68.076,2.19,0.402,1.26
5288,12.18,68.936,2.194,0.403,1.262
5288.5,12.214,69.933,2.194,0.406,1.271
5289,12.239,71.868,2.207,0.41,1.279
5289.5,12.246,71.277,2.235,0.426,1.298
5290,12.233,71.732,2.262,0.401,1.325
5290.5,12.246,72.379,2.287,0.406,1.345
5291,12.236,72.63,2.294,0.38,1.366
5291.5,12.262,71.644,2.286,0.39,1.387
5292,12.242,70.522,2.28,0.374,1.401
5292.5,12.244,73.391,2.278,0.362,1.405
5293,12.238,72.978,2.264,0.332,1.407
5293.5,12.179,68.985,2.233,0.333,1.41
5294,12.138,63.858,2.201,0.357,1.408
5294.5,12.44,61.85,2.181,0.387,1.407
5295,12.806,63.737,2.187,0.382,1.404
5295.5,12.835,65.619,2.191,0.397,1.398
5296,12.693,69.612,2.2,0.394,1.392
5296.5,12.447,68.609,2.206,0.395,1.384
5297,12.335,68.896,2.222,0.362,1.38
5297.5,12.273,66.965,2.218,0.343,1.376
5298,12.133,70.999,2.224,0.335,1.37
5298.5,12.047,70.802,2.219,0.33,1.364
5299,12.164,70.64,2.233,0.347,1.361
5299.5,12.159,68.039,2.239,0.373,1.356
5300,12.17,71.016,2.25,0.387,1.353
5300.5,12.157,71.984,2.232,0.39,1.349
5301,12.125,73.168,2.218,0.368,1.343
5301.5,12.047,70.926,2.195,0.371,1.339
5302,11.948,71.537,2.185,0.381,1.335
5302.5,11.688,71.179,2.181,0.405,1.327
5303,11.516,71.627,2.189,0.428,1.318
5303.5,11.472,70.568,2.191,0.42,1.305
5304,11.541,70.905,2.193,0.396,1.29
5304.5,11.682,70.654,2.183,0.375,1.272
5305,11.725,71.89,2.168,0.371,1.252
5305.5,11.808,70.119,2.143,0.374,1.235
5306,11.803,66.245,2.117,0.364,1.216
5306.5,11.927,63.723,2.096,0.379,1.187
5307,12.01,61.824,2.099,0.361,1.157
5307.5,12.012,63.942,2.1,0.37,1.134
5308,12.024,62.611,2.1,0.347,1.113
5308.5,12.179,62.448,2.092,0.368,1.088
5309,12.241,60.392,2.093,0.356,1.07
5309.5,12.241,61.557,2.085,0.366,1.057
5310,12.238,63.637,2.088,0.365,1.047
5310.5,12.223,65.172,2.089,0.366,1.038
5311,12.156,64.113,2.094,0.367,1.033
5311.5,12.189,62.499,2.089,0.357,1.03
5312,12.205,62.964,2.087,0.353,1.026
5312.5,12.191,61.799,2.078,0.35,1.022
5313,12.15,60.795,2.081,0.362,1.02
5313.5,12.197,58.494,2.095,0.376,1.019
5314,12.209,56.267,2.093,0.368,1.019
5314.5,12.184,56.177,2.092,0.376,1.019
5315,12.137,57.027,2.093,0.372,1.019
5315.5,12.118,60.622,2.09,0.385,1.02
5316,12.026,61.967,2.077,0.39,1.022
5316.5,12.074,62.162,2.065,0.378,1.024
5317,12.101,62.05,2.071,0.39,1.027
5317.5,12.093,58.565,2.08,0.397,1.033
5318,11.963,57.415,2.109,0.418,1.045
5318.5,12.03,56.787,2.124,0.438,1.06
5319,12.147,61.259,2.143,0.414,1.071
5319.5,12.126,64.83,2.147,0.424,1.09
5320,12.127,67.788,2.149,0.398,1.106
5320.5,12.133,69.749,2.155,0.414,1.114
5321,12.111,69.929,2.158,0.396,1.126
5321.5,12.042,69.767,2.166,0.382,1.138
5322,12.017,69.241,2.171,0.371,1.148
5322.5,12.086,69.095,2.181,0.38,1.158
5323,12.099,71.767,2.194,0.395,1.163
5323.5,12.099,70.978,2.201,0.401,1.166
5324,12.093,71.77,2.209,0.397,1.259
5324.5,12.079,70.515,2.21,0.405,1.172
5325,12.101,70.771,2.205,0.388,1.18
5325.5,12.106,67.989,2.193,0.377,1.181
5326,12.117,68.418,2.187,0.353,1.185
5326.5,12.145,67.624,2.187,0.359,1.192
5327,12.147,72.518,2.177,0.366,1.198
5327.5,12.12,70.413,2.159,0.386,1.206
5328,12.117,69.751,2.143,0.394,1.219
5328.5,12.083,67.332,2.126,0.375,1.231
5329,12.013,67.663,2.144,0.352,1.24
5329.5,12.051,69.115,2.153,0.332,1.248
5330,12.059,69.764,2.164,0.326,1.256
5330.5,12.067,70.84,2.175,0.339,0.388
5331,12.045,73.799,2.2,0.355,1.263
5331.5,12.068,75.12,2.217,0.374,1.265
5332,12.051,74.96,2.212,0.391,1.267
5332.5,11.994,75.408,2.2,0.411,1.267
5333,11.956,73.654,2.192,0.424,1.271
5333.5,11.953,74.423,2.182,0.405,1.276
5334,12.017,72.61,2.18,0.392,1.279
5334.5,12.048,71.359,2.184,0.407,1.283
5335,12.086,71.289,2.2,0.423,1.287
5335.5,12.108,69.228,2.2,0.411,1.289
5336,12.069,70.46,2.193,0.403,1.291
5336.5,12.097,72.343,2.186,0.392,1.292
5337,12.157,75.21,2.184,0.389,1.406
5337.5,12.201,75.756,2.179,0.383,1.297
5338,12.159,72.421,2.169,0.39,1.299
5338.5,12.111,69.016,2.164,0.407,1.295
5339,12.023,69.258,2.148,0.393,1.289
5339.5,12.032,70.47,2.133,0.388,1.285
5340,11.951,71.635,2.136,0.379,1.281
5340.5,11.797,73.468,2.145,0.399,1.281
5341,11.805,72.793,2.153,0.375,1.288
5341.5,11.803,74.095,2.138,0.367,1.288
5342,11.814,72.371,2.134,0.355,1.291
5342.5,11.791,76.424,2.149,0.383,1.294
5343,11.784,78.009,2.183,0.38,1.303
5343.5,11.706,79.856,2.191,0.39,1.31
5344,11.588,78.133,2.176,0.399,1.324
5344.5,11.472,79.678,2.169,0.419,1.329
5345,11.285,81.417,2.174,0.415,1.339
5345.5,11.68,85.18,2.178,0.404,1.366
5346,11.806,84.283,2.187,0.412,1.375
5346.5,11.879,81.786,2.213,0.411,1.383
5347,11.948,78.83,2.218,0.416,1.404
5347.5,11.953,75.85,2.22,0.405,1.414
5348,11.951,78.907,2.205,0.409,1.424
5348.5,11.993,79.926,2.206,0.415,1.431
5349,12.011,82.437,2.211,0.414,1.44
5349.5,12.011,81.854,2.232,0.427,1.449
5350,12.037,78.544,2.242,0.406,1.454
5350.5,12.014,78.455,2.246,0.402,1.459
5351,11.956,74.54,2.219,0.387,1.462
5351.5,11.924,75.866,2.205,0.394,1.462
5352,11.853,78.309,2.201,0.406,1.461
5352.5,11.745,80.721,2.213,0.394,1.461
5353,11.75,79.962,2.233,0.397,1.459
5353.5,11.821,76.353,2.248,0.4,1.458
5354,11.928,74.849,2.264,0.413,1.456
5354.5,12.026,78.141,2.269,0.423,1.455
5355,12.022,82.019,2.265,0.456,1.456
5355.5,12.066,83.413,2.267,0.473,1.459
5356,12.095,81.956,2.273,0.496,1.461
5356.5,12.125,80.14,2.284,0.47,1.462
5357,12.133,80.071,2.286,0.45,1.463
5357.5,12.081,80.317,2.275,0.399,1.464
5358,12.056,82.11,2.262,0.394,1.464
5358.5,12.062,80.407,2.256,0.401,1.465
5359,11.99,79.25,2.256,0.401,1.465
5359.5,11.978,77.188,2.243,0.383,1.465
5360,11.991,75.933,2.236,0.355,1.466
5360.5,11.976,77.27,2.233,0.355,1.471
5361,11.989,76.125,2.224,0.345,1.473
5361.5,11.99,75.526,2.228,0.354,1.472
5362,12.034,70.688,2.231,0.377,1.469
5362.5,12.267,70.29,2.236,0.391,1.463
5363,12.646,70.279,2.233,0.408,1.461
5363.5,12.535,72.193,2.226,0.384,1.461
5364,12.11,71.585,2.228,0.37,1.457
5364.5,12.013,73.52,2.242,0.341,1.449
5365,12.022,75.838,2.258,0.333,1.439
5365.5,12.033,79.245,2.27,0.334,1.43
5366,12.02,82.47,2.252,0.337,1.421
5366.5,12.028,81.953,2.231,0.34,1.414
5367,12.047,75.442,2.225,0.346,1.41
5367.5,12.035,70.246,2.222,0.339,1.408
5368,12.039,65.815,2.221,0.334,1.406
5368.5,11.985,68.65,2.218,0.337,1.399
5369,11.895,69.832,2.214,0.346,1.393
5369.5,11.978,71.534,2.208,0.357,1.389
5370,12.236,69.275,2.198,0.375,1.383
5370.5,12.278,67.591,2.205,0.369,1.383
5371,12.27,67.762,2.2,0.374,1.382
5371.5,12.236,67.959,2.201,0.356,1.375
5372,12.191,66.596,2.205,0.361,1.372
5372.5,12.152,67.269,2.21,0.349,1.372
5373,12.072,65.46,2.213,0.35,1.371
5373.5,12.085,71.378,2.22,0.359,1.37
5374,12.047,69.942,2.231,0.387,1.375
5374.5,12,74.082,2.238,0.387,1.378
5375,11.983,69.812,2.24,0.395,1.382
5375.5,11.795,71.299,2.246,0.377,1.384
5376,11.835,72.036,2.251,0.381,1.385
5376.5,12.033,76.012,2.253,0.399,1.386
5377,12.12,78.272,2.249,0.423,1.383
5377.5,12.113,78.591,2.254,0.44,1.381
5378,12.091,75.856,2.24,0.418,1.384
5378.5,12.083,73.256,2.229,0.39,1.388
5379,12.039,73.637,2.22,0.379,1.391
5379.5,11.976,70.749,2.22,0.376,1.391
5380,11.988,69.063,2.211,0.367,1.384
5380.5,11.992,66.73,2.204,0.34,1.373
5381,11.98,70.854,2.201,0.34,1.365
5381.5,11.988,71.106,2.2,0.364,1.355
5382,12.01,71.643,2.207,0.368,1.354
5382.5,12.024,70.946,2.212,0.368,1.354
5383,12.033,70.5,2.225,0.353,1.35
5383.5,12.034,69.7,2.239,0.365,1.345
5384,12.088,70.956,2.243,0.351,1.338
5384.5,11.903,73.105,2.237,0.348,1.336
5385,12.088,72.74,2.233,0.34,1.333
5385.5,12.086,71.807,2.234,0.352,1.328
5386,12.103,72.614,2.239,0.357,1.321
5386.5,12.035,74.318,2.241,0.364,1.318
5387,12.062,75.317,2.231,0.352,1.316
5387.5,12.063,70.565,2.236,0.351,1.313
5388,12.056,70.854,2.237,0.364,1.307
5388.5,12.063,70.475,2.239,0.375,1.304
5389,12.051,73.684,2.228,0.39,1.304
5389.5,12.05,72.41,2.205,0.376,1.309
5390,12.062,69.383,2.188,0.379,1.313
5390.5,12.029,67.698,2.181,0.386,1.316
5391,12.039,68.415,2.187,0.398,1.319
5391.5,12.164,68.757,2.207,0.403,1.324
5392,12.202,71.735,2.224,0.375,1.335
5392.5,12.196,72.343,2.238,0.367,1.346
5393,12.134,76.037,2.238,0.371,1.354
5393.5,12.144,74.352,2.237,0.368,1.361
5394,12.125,72.399,2.234,0.37,1.371
5394.5,12.128,68.544,2.241,0.37,1.381
5395,12.135,68.057,2.254,0.372,1.391
5395.5,12.157,67.968,2.256,0.36,1.413
5396,12.196,71.623,2.257,0.34,1.441
5396.5,12.209,70.531,2.242,0.349,1.452
5397,12.201,73.648,2.235,0.355,1.457
5397.5,12.207,73.509,2.233,0.391,1.466
5398,12.204,77.278,2.24,0.411,1.476
5398.5,12.241,76.402,2.248,0.421,1.482
5399,12.34,75.107,2.262,0.383,1.482
5399.5,12.381,74.294,2.282,0.382,1.483
5400,12.383,73.713,2.285,0.407,1.483
5400.5,12.317,73.981,2.275,0.418,1.483
5401,12.278,72.118,2.256,0.416,1.479
5401.5,12.274,69.831,2.248,0.403,1.467
5402,12.31,71.422,2.248,0.419,1.457
5402.5,12.384,72.21,2.259,0.404,1.45
5403,12.432,73.753,2.257,0.404,1.446
5403.5,12.48,71.094,2.262,0.41,1.442
5404,12.496,70.933,2.261,0.416,1.435
5404.5,12.503,73.425,2.271,0.448,1.433
5405,12.486,75.25,2.281,0.436,1.435
5405.5,12.432,79.446,2.292,0.455,1.436
5406,12.26,79.108,2.287,0.397,1.431
5406.5,12.253,78.261,2.284,0.389,1.407
5407,12.23,74.263,2.266,0.371,1.342
5407.5,12.248,71.134,2.269,0.385,1.264
5408,12.274,70.814,2.26,0.378,1.214
5408.5,12.282,71.334,2.244,0.362,1.178
5409,12.253,71.573,2.22,0.357,1.146
5409.5,12.239,68.445,2.196,0.358,1.098
5410,12.116,66.669,2.167,0.372,1.068
5410.5,12.109,66.58,2.148,0.37,1.042
5411,12.118,70.854,2.145,0.368,1.015
5411.5,12.16,71.511,2.167,0.365,0.997
5412,12.214,72.856,2.176,0.364,0.985
5412.5,12.403,69.376,2.195,0.361,0.984
5413,12.425,68.286,2.199,0.366,0.986
5413.5,12.413,67.569,2.198,0.367,0.988
5414,12.411,68.609,2.189,0.376,0.989
5414.5,12.363,65.981,2.169,0.355,0.987
5415,12.246,63.039,2.152,0.362,0.984
5415.5,12.097,60.204,2.137,0.372,0.989
5416,12.221,62.56,2.145,0.391,1.006
5416.5,12.267,63.351,2.164,0.389,1.027
5417,12.275,65.576,2.196,0.383,1.058
5417.5,12.271,66.802,2.208,0.368,1.082
5418,12.278,67.87,2.212,0.378,1.102
5418.5,12.307,63.656,2.213,0.374,1.127
5419,12.336,63.349,2.21,0.374,1.158
5419.5,12.349,64.971,2.212,0.375,1.197
5420,12.377,69.884,2.212,0.372,1.215
5420.5,12.411,70.752,2.215,0.376,1.227
5421,12.43,70.054,2.223,0.372,1.246
5421.5,12.42,67.276,2.236,0.38,1.266
5422,12.388,65.101,2.256,0.372,1.273
5422.5,12.398,63.496,2.245,0.362,1.277
5423,12.381,62.51,2.214,0.363,1.275
5423.5,12.4,60.896,2.193,0.365,1.263
5424,12.466,59.107,2.185,0.356,1.247
5424.5,12.381,59.465,2.16,0.337,1.238
5425,12.447,59.107,2.127,0.341,1.221
5425.5,12.604,55.489,2.11,0.341,1.203
5426,12.639,55.336,2.116,0.337,1.189
5426.5,12.645,54.364,2.128,0.322,1.179
5427,12.621,59.547,2.135,0.325,1.162
5427.5,12.595,57.859,2.123,0.328,1.14
5428,12.517,59.459,2.111,0.337,1.125
5428.5,12.473,56.965,2.103,0.348,1.118
5429,12.34,57.292,2.093,0.36,1.109
5429.5,12.118,55.947,2.073,0.372,1.101
5430,12.049,55.201,2.062,0.36,1.087
5430.5,11.993,54.704,2.076,0.368,1.06
5431,11.735,56.049,2.11,0.351,1.023
5431.5,11.833,57.707,2.111,0.367,0.994
5432,12.056,59.002,2.1,0.352,0.982
5432.5,11.99,57.087,2.091,0.351,0.975
5433,11.972,56.354,2.093,0.33,0.974
5433.5,11.991,57.445,2.099,0.317,0.976
5434,11.976,57.857,2.108,0.322,0.98
5434.5,11.987,58.321,2.123,0.32,1.005
5435,12.108,57.156,2.127,0.318,1.05
5435.5,12.179,59.455,2.154,0.309,1.079
5436,12.246,61.501,2.195,0.307,1.131
5436.5,12.29,64.747,2.242,0.316,1.181
5437,12.455,68.238,2.263,0.323,1.229
5437.5,12.542,67.789,2.262,0.353,1.293
5438,12.597,67.861,2.261,0.374,1.34
5438.5,12.641,68.135,2.276,0.389,1.368
5439,12.636,71.9,2.275,0.379,1.371
5439.5,12.578,70.556,2.276,0.363,1.362
5440,12.455,66.892,2.275,0.346,1.346
5440.5,12.407,62.494,2.278,0.362,1.329
5441,12.347,60.073,2.242,0.363,1.304
5441.5,12.024,58.639,2.211,0.356,1.273
5442,11.767,58.553,2.21,0.341,1.248
5442.5,11.835,60.974,2.239,0.341,1.233
5443,11.838,63.346,2.254,0.385,1.227
5443.5,11.861,63.867,2.257,0.413,1.225
5444,11.864,65.589,2.252,0.448,1.223
5444.5,11.886,66.1,2.257,0.457,1.219
5445,11.866,65.579,2.25,0.422,1.218
5445.5,11.847,61.541,2.232,0.394,1.223
5446,11.832,59.411,2.201,0.349,1.227
5446.5,11.854,55.99,2.171,0.362,1.241
5447,11.871,57.157,2.134,0.36,1.258
5447.5,11.881,57.838,2.112,0.37,1.267
5448,11.873,62.691,2.114,0.348,1.277
5448.5,11.877,65.365,2.161,0.352,1.297
5449,11.877,65.903,2.223,0.342,1.308
5449.5,11.917,64.454,2.29,0.351,1.322
5450,11.95,63.995,2.323,0.356,1.347
5450.5,11.951,64.802,2.332,0.363,1.38
5451,11.948,67.687,2.324,0.357,1.425
5451.5,11.957,70.567,2.332,0.341,1.465
5452,11.983,72.102,2.331,0.319,1.489
5452.5,12.012,73.447,2.332,0.34,1.518
5453,12.062,74.323,2.325,0.371,1.557
5453.5,12.038,76.727,2.321,0.418,1.594
5454,12.015,79.506,2.304,0.413,1.617
5454.5,12.028,78.474,2.296,0.399,1.638
5455,12.023,78.929,2.285,0.383,1.657
5455.5,11.992,76.867,2.298,0.41,1.645
5456,11.991,77.54,2.304,0.409,1.636
5456.5,11.972,77.938,2.309,0.414,1.623
5457,11.985,78.476,2.291,0.392,1.601
5457.5,11.989,79.103,2.281,0.393,1.577
5458,11.991,76.464,2.276,0.418,1.558
5458.5,11.98,76.429,2.279,0.419,1.541
5459,12.005,76.877,2.282,0.43,1.525
5459.5,12.02,80.822,2.295,0.401,1.513
5460,12.065,80.141,2.304,0.407,1.504
5460.5,12.097,78.687,2.299,0.402,1.497
5461,12.116,76.087,2.285,0.418,1.493
5461.5,12.165,77.024,2.287,0.425,1.485
5462,12.161,76.615,2.291,0.426,1.474
5462.5,12.175,76.995,2.28,0.412,1.469
5463,12.161,77.581,2.28,0.418,1.465
5463.5,12.175,77.95,2.282,0.427,1.456
5464,12.167,77.571,2.289,0.411,1.452
5464.5,12.161,74.81,2.288,0.391,1.452
5465,12.166,73.77,2.282,0.394,1.451
5465.5,12.17,73.162,2.286,0.412,1.447
5466,12.18,74.847,2.29,0.413,1.451
5466.5,12.184,73.349,2.289,0.395,1.456
5467,12.137,73.33,2.274,0.4,1.471
5467.5,12.035,72.254,2.264,0.384,1.49
5468,11.973,72.809,2.245,0.401,1.499
5468.5,11.9,73.282,2.24,0.397,1.508
5469,11.844,70.682,2.231,0.424,1.517
5469.5,11.835,72.315,2.235,0.407,1.518
5470,11.918,70.575,2.247,0.407,1.52
5470.5,12.127,71.311,2.26,0.408,1.533
5471,12.133,72.457,2.275,0.412,1.547
5471.5,12.066,72.289,2.269,0.402,1.556
5472,11.951,75.568,2.253,0.395,1.564
5472.5,12.069,72.789,2.237,0.414,1.576
5473,12.095,72.789,2.24,0.421,1.526
5473.5,12.093,72.704,2.254,0.413,1.586
5474,12.093,74.586,2.258,0.403,1.584
5474.5,12.097,78.531,2.26,0.403,1.587
5475,12.136,78.02,2.261,0.438,1.584
5475.5,12.123,77.303,2.261,0.425,1.579
5476,12.129,75.979,2.273,0.442,1.507
5476.5,12.136,76.064,2.279,0.402,1.578
5477,12.123,75.417,2.286,0.418,1.583
5477.5,12.138,78.109,2.28,0.416,1.59
5478,12.113,80.949,2.272,0.405,1.588
5478.5,12.104,83.028,2.266,0.403,1.575
5479,12.084,79.22,2.267,0.397,1.551
5479.5,12.076,75.905,2.273,0.428,5.905
5480,12.132,77.004,2.273,0.431,1.528
5480.5,12.165,77.218,2.273,0.447,1.517
5481,12.166,75.983,2.281,0.453,1.505
5481.5,12.138,77.306,2.283,0.422,1.506
5482,12.133,79.179,2.29,0.399,1.515
5482.5,12.152,80.056,2.282,0.383,12.028
5483,12.123,75.323,2.277,0.4,1.553
5483.5,12.138,71.747,2.277,0.39,1.57
5484,12.138,73.829,2.281,0.387,1.573
5484.5,12.172,75.046,2.285,0.386,1.573
5485,12.155,75.031,2.277,0.403,1.571
5485.5,12.177,74.785,2.284,0.418,1.566
5486,12.164,75.183,2.286,0.425,1.497
5486.5,12.168,77.225,2.292,0.439,1.541
5487,12.152,77.56,2.281,0.42,1.527
5487.5,12.02,77.896,2.267,0.416,1.516
5488,11.853,76.929,2.249,0.396,1.508
5488.5,11.991,75.495,2.236,0.409,1.493
5489,11.994,75.154,2.231,0.409,1.423
5489.5,11.996,76.389,2.235,0.407,1.486
5490,12.017,74.775,2.233,0.399,1.486
5490.5,12.02,73.207,2.227,0.383,1.486
5491,12.018,70,2.229,0.375,1.486
5491.5,12.024,69.462,2.227,0.365,1.491
5492,12.028,70.029,2.221,0.373,1.497
5492.5,12.017,72.833,2.219,0.384,1.502
5493,12.042,73.282,2.229,0.392,1.508
5493.5,12.056,76.411,2.251,0.396,1.508
5494,12.09,75.419,2.259,0.394,1.509
5494.5,12.084,76.207,2.275,0.395,1.522
5495,12.14,74.871,2.287,0.404,1.532
5495.5,12.216,76.118,2.302,0.389,1.534
5496,12.248,76.426,2.298,0.377,1.528
5496.5,12.267,75.888,2.298,0.381,1.51
5497,12.268,76.753,2.301,0.406,1.504
5497.5,12.248,78.053,2.302,0.424,1.513
5498,12.322,80.384,2.3,0.392,1.526
5498.5,12.356,78.99,2.286,0.386,1.533
5499,12.342,78.188,2.29,0.381,1.545
5499.5,12.354,75.451,2.292,0.399,1.559
5500,12.342,75.879,2.3,0.385,1.567
5500.5,12.303,77.334,2.289,0.375,1.582
5501,12.191,79.188,2.276,0.374,1.59
5501.5,12.195,80.285,2.263,0.375,1.594
5502,12.125,81.72,2.257,0.372,1.591
5502.5,12.143,77.479,2.26,0.353,1.577
5503,12.209,76.9,2.273,0.344,1.556
5503.5,12.214,75.307,2.287,0.377,1.547
5504,12.294,75.947,2.288,0.423,1.533
5504.5,12.367,78.257,2.286,0.44,1.512
5505,12.382,77.878,2.285,0.44,1.487
5505.5,12.435,83.728,2.288,0.431,1.459
5506,12.413,84.836,2.299,0.441,1.432
5506.5,12.406,86.45,2.294,0.455,1.418
5507,12.381,84.544,2.278,0.436,1.399
5507.5,12.365,82.94,2.264,0.439,1.38
5508,12.344,83.119,2.264,0.413,1.369
5508.5,12.384,79.284,2.274,0.421,1.363
5509,12.379,77.47,2.282,0.422,1.357
5509.5,12.386,74.511,2.282,0.434,1.351
5510,12.363,77.682,2.287,0.471,1.346
5510.5,12.429,77.164,2.288,0.475,1.345
5511,12.452,78.488,2.289,0.473,1.343
5511.5,12.459,79.17,2.294,0.44,1.338
5512,12.454,77.806,2.298,0.43,1.335
5512.5,12.461,77.558,2.3,0.441,1.334
5513,12.457,77.99,2.287,0.459,1.335
5513.5,12.455,79.52,2.285,0.466,1.339
5514,12.439,77.907,2.286,0.426,1.347
5514.5,12.415,75.645,2.297,0.413,1.359
5515,12.416,76.127,2.298,0.402,1.369
5515.5,12.388,77.592,2.291,0.445,1.381
5516,12.381,80.144,2.276,0.451,1.401
5516.5,12.342,82.432,2.267,0.463,1.426
5517,12.31,82.111,2.255,0.416,1.435
5517.5,12.308,80.475,2.256,0.394,1.44
5518,12.265,80.408,2.263,0.373,1.44
5518.5,12.255,81.41,2.277,0.391,1.435
5519,12.294,83.315,2.274,0.408,1.429
5519.5,12.315,80.605,2.278,0.419,1.424
5520,12.345,79.924,2.276,0.418,1.425
5520.5,12.365,81.94,2.277,0.428,1.431
5521,12.397,81.422,2.274,0.422,1.442
5521.5,12.42,81.213,2.272,0.429,1.47
5522,12.409,80.161,2.277,0.431,1.494
5522.5,12.395,79.579,2.28,0.446,1.522
5523,12.365,76.082,2.287,0.443,1.547
5523.5,12.29,70.183,2.284,0.419,1.555
5524,12.18,69.958,2.269,0.41,1.559
5524.5,12.113,69.512,2.244,0.38,1.565
5525,11.982,69.583,2.228,0.362,1.567
5525.5,12.018,72.384,2.251,0.354,1.568
5526,12.161,77.65,2.267,0.386,1.567
5526.5,12.265,82.033,2.26,0.411,1.565
5527,12.341,80.039,2.247,0.421,1.561
5527.5,12.349,77.57,2.241,0.44,1.557
5528,12.345,73.529,2.244,0.435,1.56
5528.5,12.313,74.895,2.253,0.443,1.565
5529,12.319,74.517,2.264,0.425,1.566
5529.5,12.324,74.066,2.267,0.451,1.566
5530,12.273,72.138,2.271,0.482,1.57
5530.5,12.263,69.375,2.26,0.455,1.592
5531,12.191,70.988,2.252,0.447,1.599
5531.5,12.019,68.144,2.249,0.414,1.603
5532,12.118,71.146,2.259,0.429,1.608
5532.5,12.391,70.916,2.276,0.398,1.619
5533,12.656,72.511,2.282,0.408,1.627
5533.5,12.776,71.734,2.276,0.397,1.625
5534,12.503,74.927,2.264,0.418,1.615
5534.5,12.415,77.366,2.258,0.405,1.605
5535,12.423,75.484,2.257,0.421,1.596
5535.5,12.413,72.179,2.257,0.426,1.584
5536,12.432,70.655,2.273,0.442,1.577
5536.5,12.397,73.972,2.278,0.436,1.571
5537,12.329,74.872,2.286,0.44,1.561
5537.5,12.312,74.782,2.299,0.436,1.553
5538,12.308,74.106,2.317,0.413,1.549
5538.5,12.339,74.215,2.318,0.408,1.543
5539,12.353,74.734,2.304,0.384,1.526
5539.5,12.349,74.871,2.302,0.403,1.511
5540,12.338,77.272,2.297,0.415,1.502
5540.5,12.346,77.906,2.303,0.426,1.475
5541,12.361,78.194,2.302,0.44,1.456
5541.5,12.342,77.276,2.303,0.412,1.447
5542,12.349,78.081,2.288,0.425,1.437
5542.5,12.361,79.565,2.291,0.445,1.426
5543,12.344,75.48,2.295,0.495,1.42
5543.5,12.339,77.356,2.293,0.503,1.414
5544,12.351,76.979,2.284,0.468,1.402
5544.5,12.339,80.816,2.279,0.424,1.389
5545,12.324,78.059,2.281,0.414,1.381
5545.5,12.312,77.378,2.274,0.423,1.374
