depth,cali,gr,density,nphi,res
6907,12.641,73.673,2.318,0.471,1.408
6907.5,12.634,76.04,2.298,0.462,1.38
6908,12.592,74.186,2.27,0.446,1.375
6908.5,12.595,72.5,2.245,0.42,1.37
6909,12.562,69.674,2.247,0.402,1.34
6909.5,12.555,69.248,2.287,0.406,1.32
6910,12.567,73.573,2.331,0.414,1.383
6910.5,12.562,78.548,2.35,0.422,1.447
6911,12.562,81.53,2.354,0.418,1.441
6911.5,12.56,81.51,2.368,0.439,1.386
6912,12.57,79.105,2.375,0.428,1.33
6912.5,12.553,77.742,2.385,0.429,1.302
6913,12.567,74.953,2.384,0.402,1.283
6913.5,12.562,75.719,2.374,0.424,1.274
6914,12.56,76.701,2.354,0.442,1.257
6914.5,12.562,76.853,2.349,0.457,1.245
6915,12.567,74.827,2.364,0.453,1.239
6915.5,12.56,73.248,2.379,0.446,1.24
6916,12.562,73.285,2.373,0.437,1.249
6916.5,12.567,76.198,2.351,0.431,1.26
6917,12.523,75.924,2.346,0.413,1.285
6917.5,12.548,76.009,2.35,0.397,1.321
6918,12.572,75.208,2.359,0.387,1.353
6918.5,12.575,75.908,2.37,0.378,1.375
6919,12.594,74.971,2.377,0.413,1.387
6919.5,12.589,74.649,2.376,0.425,1.391
6920,12.54,73.115,2.366,0.454,1.388
6920.5,12.528,73.93,2.364,0.443,1.39
6921,12.54,73.504,2.359,0.451,1.395
6921.5,12.562,75.464,2.371,0.456,1.387
6922,12.599,77.376,2.365,0.472,1.372
6922.5,12.594,75.757,2.358,0.476,1.354
6923,12.599,73.012,2.342,0.466,1.333
6923.5,12.592,73.523,2.339,0.47,1.315
6924,12.604,74.29,2.339,0.449,1.292
6924.5,12.634,75.057,2.344,0.452,1.268
6925,12.634,70.472,2.351,0.412,1.253
6925.5,12.668,73.625,2.342,0.417,1.245
6926,12.686,75.708,2.331,0.417,1.257
6926.5,12.732,75.759,2.323,0.425,1.289
6927,12.759,75.739,2.344,0.42,1.33
6927.5,12.803,73.01,2.358,0.402,1.367
6928,12.816,73.453,2.37,0.409,1.389
6928.5,12.823,70.065,2.363,0.441,1.399
6929,12.778,71.344,2.356,0.442,1.398
6929.5,12.64,72.519,2.347,0.444,1.395
6930,12.491,77.355,2.347,0.43,1.384
6930.5,12.489,82.023,2.346,0.441,1.351
6931,12.484,81.859,2.346,0.451,1.326
6931.5,12.535,81.624,2.34,0.42,1.325
6932,12.569,77.43,2.347,0.417,1.341
6932.5,12.562,78.038,2.35,0.413,1.357
6933,12.553,75.122,2.352,0.432,1.373
6933.5,12.567,72.823,2.349,0.424,1.39
6934,12.565,74.016,2.351,0.422,1.403
6934.5,12.578,73.015,2.344,0.428,1.415
6935,12.641,74.633,2.346,0.448,1.437
6935.5,12.71,72.826,2.34,0.436,1.456
6936,12.749,72.652,2.358,0.421,1.462
6936.5,12.737,73.674,2.367,0.398,1.453
6937,12.747,75.141,2.377,0.396,1.453
6937.5,12.744,79.04,2.364,0.409,1.446
6938,12.737,79.125,2.36,0.445,1.418
6938.5,12.751,78.699,2.348,0.439,1.396
6939,12.749,72.313,2.337,0.409,1.393
6939.5,12.737,69.367,2.33,0.381,1.428
6940,12.742,69.944,2.345,0.398,1.466
6940.5,12.751,75.328,2.356,0.422,1.499
6941,12.737,77.508,2.367,0.425,1.563
6941.5,12.747,75.209,2.332,0.404,1.696
6942,12.73,69.058,2.277,0.381,1.85
6942.5,12.67,67.713,2.231,0.368,1.956
6943,12.631,66.251,2.237,0.392,2.039
6943.5,12.602,70.253,2.28,0.419,2.069
6944,12.597,70.047,2.319,0.431,2.088
6944.5,12.567,72.294,2.323,0.402,2.088
6945,12.557,72.805,2.297,0.39,2.03
6945.5,12.58,74.971,2.27,0.395,1.93
6946,12.631,74.356,2.266,0.422,1.799
6946.5,12.754,73.523,2.301,0.444,1.674
6947,12.771,72.075,2.362,0.453,1.582
6947.5,12.686,73.147,2.367,0.466,1.511
6948,12.614,72.381,2.362,0.443,1.463
6948.5,12.572,73.007,2.356,0.425,1.424
6949,12.556,73.826,2.363,0.395,1.378
6949.5,12.567,77.916,2.361,0.393,1.334
6950,12.57,78.824,2.365,0.379,1.301
6950.5,12.562,78.36,2.352,0.417,1.27
6951,12.56,79.559,2.35,0.441,1.243
6951.5,12.584,76.73,2.363,0.501,1.235
6952,12.543,76.342,2.366,0.471,1.231
6952.5,12.487,74.802,2.361,0.455,1.213
6953,12.479,77.205,2.347,0.421,1.204
6953.5,12.467,80.549,2.353,0.417,1.221
6954,12.452,77.634,2.358,0.403,1.255
6954.5,12.437,75.844,2.371,0.389,1.278
6955,12.349,74.289,2.382,0.422,1.282
6955.5,12.312,75.586,2.38,0.459,1.292
6956,12.312,78.634,2.376,0.491,1.323
6956.5,12.297,79.912,2.37,0.47,1.345
6957,12.317,77.338,2.374,0.44,1.359
6957.5,12.312,76.657,2.389,0.422,1.377
6958,12.329,76.299,2.409,0.403,1.387
6958.5,12.344,78.598,2.42,0.412,1.396
6959,12.349,76.816,2.409,0.404,1.406
6959.5,12.314,76.131,2.4,0.429,1.412
6960,12.309,78.196,2.394,0.44,1.422
6960.5,12.31,81.502,2.388,0.454,1.43
6961,12.312,77.006,2.386,0.424,1.432
6961.5,12.29,73.497,2.376,0.417,1.439
6962,12.27,72.057,2.375,0.404,1.456
6962.5,12.157,77.17,2.374,0.425,1.478
6963,12.044,78.306,2.365,0.417,1.504
6963.5,11.542,78.22,2.346,0.425,1.543
6964,12.015,76.26,2.322,0.426,1.592
6964.5,12.034,75.208,2.294,0.434,1.645
6965,12.078,74.318,2.305,0.415,1.702
6965.5,12.088,73.703,2.317,0.393,1.759
6966,12.088,72.528,2.316,0.388,1.827
6966.5,12.103,74.269,2.316,0.415,1.889
6967,12.079,75.371,2.306,0.409,1.952
6967.5,12.091,77.568,2.287,0.398,1.967
6968,12.102,74.674,2.281,0.39,1.978
6968.5,12.106,73.828,2.286,0.423,2.022
6969,12.128,71.733,2.291,0.425,2.054
6969.5,12.108,71.987,2.288,0.406,2.069
6970,12.081,71.391,2.284,0.384,2.106
6970.5,12.059,72.885,2.285,0.385,2.106
6971,12.042,74.522,2.28,0.385,2.114
6971.5,12.017,74.585,2.27,0.394,2.142
6972,12.022,73.756,2.244,0.382,2.204
6972.5,12.061,68.15,2.203,0.364,2.278
6973,12.062,64.952,2.2,0.337,2.294
6973.5,12.127,67.549,2.223,0.338,2.273
6974,12.211,72.795,2.272,0.35,2.288
6974.5,12.192,73.716,2.271,0.364,2.326
6975,12.201,73.329,2.272,0.379,2.283
6975.5,12.201,72.751,2.276,0.396,2.172
6976,12.199,74.795,2.291,0.389,2.086
6976.5,12.241,73.739,2.3,0.387,2.022
6977,12.238,74.743,2.305,0.383,1.963
6977.5,12.229,72.639,2.313,0.381,1.938
6978,12.238,73.322,2.32,0.407,1.922
6978.5,12.186,71.637,2.318,0.402,1.909
6979,12.165,74.46,2.307,0.414,1.89
6979.5,12.192,73.391,2.295,0.403,1.878
6980,12.221,73.396,2.295,0.413,1.865
6980.5,12.236,71.824,2.297,0.416,1.854
6981,12.236,71.806,2.297,0.418,1.838
6981.5,12.234,72.293,2.305,0.393,1.826
6982,12.094,73.72,2.3,0.389,1.821
6982.5,12.024,74.657,2.296,0.363,1.806
6983,12.052,76.997,2.296,0.397,1.787
6983.5,12.102,79.27,2.306,0.41,1.757
6984,12.205,80.462,2.331,0.401,1.741
6984.5,12.263,77.456,2.343,0.406,1.743
6985,12.267,71.882,2.348,0.401,1.737
6985.5,12.236,69.583,2.339,0.424,1.726
6986,12.224,72.747,2.341,0.4,1.712
6986.5,12.211,78.111,2.342,0.412,1.704
6987,12.167,80.211,2.343,0.407,1.705
6987.5,12.131,80.203,2.332,0.414,1.709
6988,12.101,77.861,2.323,0.4,1.71
6988.5,12.171,74.842,2.315,0.395,1.712
6989,12.193,73.63,2.329,0.392,1.71
6989.5,12.158,74.946,2.341,0.411,1.701
6990,12.133,77.672,2.347,0.437,1.694
6990.5,12.118,78.143,2.346,0.421,1.697
6991,12.127,80.469,2.327,0.382,1.694
6991.5,12.137,79.531,2.32,0.364,1.689
6992,12.114,78.072,2.331,0.385,1.688
6992.5,12.138,77.646,2.346,0.399,1.688
6993,12.118,79.018,2.352,0.385,1.694
6993.5,12.163,79.259,2.35,0.389,1.692
6994,12.236,77.441,2.357,0.378,1.696
6994.5,12.232,74.943,2.36,0.374,1.706
6995,12.243,77.819,2.355,0.369,1.714
6995.5,12.232,75.791,2.348,0.405,1.72
6996,12.268,78.856,2.33,0.411,1.747
6996.5,12.292,74.599,2.318,0.398,1.766
6997,12.324,72.945,2.316,0.378,1.776
6997.5,12.34,70.153,2.312,0.384,1.791
6998,12.346,69.039,2.312,0.406,1.818
6998.5,12.34,69.512,2.307,0.404,1.838
6999,12.331,71.026,2.316,0.396,1.835
6999.5,12.306,74.864,2.334,0.386,1.822
7000,12.287,77.846,2.338,0.386,1.824
7000.5,12.276,76.792,2.334,0.378,1.837
7001,12.263,75.278,2.319,0.386,1.84
7001.5,12.278,71.124,2.329,0.369,1.838
7002,12.273,69.302,2.334,0.384,1.853
7002.5,12.269,68.276,2.337,0.381,1.887
7003,12.267,70.792,2.32,0.383,1.939
7003.5,12.189,73.709,2.293,0.374,1.994
7004,12.195,71.665,2.271,0.352,2.049
7004.5,12.187,70.235,2.281,0.371,2.105
7005,12.211,70.682,2.301,0.375,2.158
7005.5,12.194,74.177,2.31,0.386,2.199
7006,12.134,73.578,2.307,0.378,2.23
7006.5,12.041,70.708,2.32,0.38,2.248
7007,12.01,68.607,2.325,0.357,2.306
7007.5,11.988,67.332,2.309,0.334,2.399
7008,11.984,65.901,2.268,0.35,2.49
7008.5,11.978,68.335,2.236,0.394,2.568
7009,11.984,70.721,2.236,0.404,2.614
7009.5,11.976,72.766,2.263,0.384,2.719
7010,11.978,71.305,2.286,0.346,2.901
7010.5,11.986,71.664,2.271,0.349,3.122
7011,11.983,68.89,2.207,0.341,3.303
7011.5,11.98,66.694,2.153,0.326,3.359
7012,11.978,64.155,2.154,0.329,3.433
7012.5,11.992,65.396,2.207,0.329,3.7
7013,11.969,64.272,2.235,0.347,4.298
7013.5,11.983,63.476,2.191,0.339,5.097
7014,11.987,61.671,2.103,0.329,5.605
7014.5,11.99,57.039,2.045,0.307,6.378
7015,12.076,53.698,2.043,0.297,7.742
7015.5,12.191,49.07,2.074,0.28,9.705
7016,12.234,48.434,2.117,0.265,13.382
7016.5,12.232,45.028,2.135,0.245,17.568
7017,12.085,41.774,2.14,0.244,22.62
7017.5,12.045,38.366,2.132,0.25,25.64
7018,12.049,37.098,2.129,0.252,27.208
7018.5,11.99,38.962,2.129,0.259,28.513
7019,11.983,40.581,2.121,0.263,28.34
7019.5,11.989,42.34,2.092,0.27,28.512
7020,11.983,41.045,2.068,0.252,29.302
7020.5,11.975,40.702,2.078,0.244,30.513
7021,11.944,40.818,2.094,0.231,31.774
7021.5,11.939,40.735,2.118,0.232,32.685
7022,11.952,39.885,2.129,0.237,32.316
7022.5,11.944,39.769,2.151,0.231,32.429
7023,11.946,39.085,2.157,0.223,32.907
7023.5,11.944,40.097,2.161,0.209,32.956
7024,11.983,37.584,2.156,0.207,33.588
7024.5,11.98,36.535,2.148,0.21,34.405
7025,11.989,35.328,2.153,0.203,34.615
7025.5,11.985,36.85,2.15,0.211,32.726
7026,12.027,37.537,2.16,0.21,28.968
7026.5,12.083,39.692,2.186,0.232,23.628
7027,12.13,41.555,2.198,0.258,18.509
7027.5,12.12,46.354,2.193,0.312,14.26
7028,12.084,49.65,2.156,0.332,12.693
7028.5,12.091,52.533,2.12,0.302,12.248
7029,12.088,49.619,2.115,0.254,10.754
7029.5,11.622,44.42,2.141,0.216,8.692
7030,12.103,39.674,2.19,0.222,7.628
7030.5,12.15,38.591,2.231,0.216,6.33
7031,12.216,43.05,2.267,0.226,5.43
7031.5,12.29,52.083,2.297,0.264,4.766
7032,12.413,61.101,2.318,0.335,4.212
7032.5,12.409,64.746,2.312,0.376,3.64
7033,12.388,63.297,2.31,0.381,3.122
7033.5,12.386,65.403,2.299,0.344,2.884
7034,12.381,66.87,2.315,0.35,2.802
7034.5,12.379,68.473,2.322,0.351,2.805
7035,12.283,63.767,2.279,0.377,2.875
7035.5,12.25,62.148,2.253,0.344,2.98
7036,12.322,57.976,2.235,0.322,3.114
7036.5,12.402,58.234,2.248,0.298,3.206
7037,12.349,55.834,2.231,0.31,3.284
7037.5,12.264,56.216,2.209,0.301,3.322
7038,12.214,56.77,2.19,0.295,3.334
7038.5,12.221,55.774,2.188,0.3,3.315
7039,12.225,55.355,2.189,0.312,3.266
7039.5,12.221,51.519,2.19,0.319,3.167
7040,12.228,52.781,2.188,0.302,3.032
7040.5,12.244,53.343,2.221,0.286,2.853
7041,12.312,55.033,2.287,0.27,2.682
7041.5,12.482,57.237,2.36,0.291,2.537
7042,12.55,61.736,2.392,0.313,2.406
7042.5,12.535,70.291,2.387,0.36,2.262
7043,12.475,75.824,2.383,0.373,2.178
7043.5,12.439,75.842,2.399,0.386,2.113
7044,12.411,70.812,2.411,0.352,2.065
7044.5,12.393,67.576,2.416,0.339,2.051
7045,12.342,68.664,2.399,0.349,2.074
7045.5,12.206,69.567,2.398,0.361,2.201
7046,12.056,67.837,2.367,0.336,2.523
7046.5,12.038,62.573,2.32,0.283,2.778
7047,12.058,54.814,2.242,0.234,3.087
7047.5,12.047,50.364,2.207,0.211,3.612
7048,12.062,47.868,2.196,0.222,4.303
7048.5,12.083,51.574,2.211,0.271,5.159
7049,12.111,52.632,2.218,0.332,5.8
7049.5,12.113,56.593,2.231,0.344,5.987
7050,12.138,57.496,2.238,0.346,5.686
7050.5,12.02,56.573,2.221,0.322,4.878
7051,12.023,52.258,2.177,0.299,4.081
7051.5,12.067,51.223,2.158,0.262,3.627
7052,12.232,53.536,2.204,0.255,3.335
7052.5,12.4,57.888,2.285,0.28,3.08
7053,12.407,59.519,2.376,0.297,2.828
7053.5,12.407,61.521,2.374,0.305,2.537
7054,12.464,65.984,2.351,0.31,2.257
7054.5,12.617,71.773,2.369,0.342,2.099
7055,12.648,72.907,2.39,0.363,2.032
7055.5,12.402,71.544,2.384,0.38,1.989
7056,12.122,68.623,2.35,0.38,2.039
7056.5,11.953,65.657,2.326,0.366,2.2
7057,11.996,59.018,2.306,0.315,2.443
7057.5,12.052,54.545,2.274,0.287,2.743
7058,12.104,51.671,2.266,0.285,3.079
7058.5,12.185,52.503,2.269,0.314,3.441
7059,12.244,55.84,2.293,0.316,3.747
7059.5,12.236,58.458,2.318,0.334,3.957
7060,12.219,58.681,2.341,0.317,4.17
7060.5,12.156,51.339,2.346,0.291,4.399
7061,12.091,48.101,2.278,0.254,4.601
7061.5,12.093,45.181,2.199,0.231,5.054
7062,12.093,42.275,2.14,0.206,6.099
7062.5,12.093,39.325,2.132,0.18,7.647
7063,12.09,36.753,2.135,0.164,8.348
7063.5,12.123,38.725,2.145,0.179,7.745
7064,12.157,42.442,2.165,0.21,6.441
7064.5,12.184,47.725,2.208,0.291,4.874
7065,12.192,56.893,2.274,0.359,3.925
7065.5,12.206,65.444,2.317,0.39,3.275
7066,12.173,70.88,2.31,0.355,2.788
7066.5,12.14,73.061,2.29,0.339,2.337
7067,12.156,72.313,2.299,0.348,2.104
7067.5,12.165,74.271,2.329,0.377,2.025
7068,12.161,74.443,2.347,0.378,2.034
7068.5,12.098,75.502,2.335,0.368,2.027
7069,12.088,74.483,2.315,0.371,2.006
7069.5,12.071,73.592,2.319,0.378,1.997
7070,12.079,71.785,2.338,0.406,1.973
7070.5,12.201,76.734,2.37,0.436,1.972
7071,12.241,77.159,2.365,0.45,2.038
7071.5,12.241,78.638,2.341,0.422,2.062
7072,12.238,73.091,2.318,0.387,2.054
7072.5,12.228,70.809,2.323,0.409,2.108
7073,12.275,67.888,2.338,0.431,2.325
7073.5,12.2,66.526,2.356,0.438,2.772
7074,12.088,66.595,2.35,0.408,3.048
7074.5,12.072,63.354,2.337,0.394,3.296
7075,12.054,60.853,2.264,0.348,3.727
7075.5,12.058,55.317,2.2,0.332,4.311
7076,12.056,54.988,2.154,0.324,4.92
7076.5,12.045,54.68,2.156,0.335,5.814
7077,12.044,55.459,2.163,0.328,6.874
7077.5,12.012,56.014,2.174,0.316,7.205
7078,12.002,53.898,2.166,0.292,7.225
7078.5,11.984,50.369,2.147,0.261,7.33
7079,11.983,51.266,2.166,0.255,7.093
7079.5,11.987,52.946,2.208,0.282,6.789
7080,12.012,59.937,2.232,0.301,6.492
7080.5,12.052,60.257,2.237,0.295,5.994
7081,12.07,61.288,2.233,0.308,5.485
7081.5,12.074,59.107,2.208,0.333,5.397
7082,12.023,57.325,2.145,0.364,5.674
7082.5,11.967,54.198,2.09,0.317,6.063
7083,11.955,52.49,2.073,0.274,6.732
7083.5,11.964,49.663,2.084,0.232,7.873
7084,11.975,46.244,2.103,0.264,11.063
7084.5,11.992,44.449,2.115,0.271,16.472
7085,11.978,43.445,2.125,0.288,19.596
7085.5,11.982,44.553,2.124,0.266,18.258
7086,11.98,45.607,2.14,0.275,15.509
7086.5,11.955,48.26,2.163,0.279,14.78
7087,11.941,51.695,2.147,0.297,14.831
7087.5,11.943,53.726,2.142,0.288,14.53
7088,11.963,51.925,2.149,0.264,12.804
7088.5,11.98,50.721,2.165,0.261,11.652
7089,12.012,49.429,2.127,0.278,13.155
7089.5,12.01,50.961,2.08,0.286,16.154
7090,12.017,51.713,2.087,0.265,17.043
7090.5,12.026,49.351,2.128,0.246,16.425
7091,12.017,46.201,2.153,0.238,19.519
7091.5,11.98,43.826,2.158,0.245,25.085
7092,11.946,44.314,2.161,0.25,28.695
7092.5,11.939,44.472,2.162,0.254,32.264
7093,11.948,44.035,2.154,0.257,35.855
7093.5,11.944,42.979,2.136,0.258,36.449
7094,11.939,43.428,2.119,0.263,37.344
7094.5,11.95,44.621,2.111,0.263,39.342
7095,11.958,45.108,2.131,0.261,40.896
7095.5,11.983,44.937,2.15,0.251,40.379
7096,11.98,43.847,2.165,0.234,39.474
7096.5,12.014,43.308,2.17,0.227,39.458
7097,12.01,43.982,2.166,0.229,37.171
7097.5,12.022,45.657,2.151,0.246,31.752
7098,12.072,46.935,2.115,0.275,26.882
7098.5,12.182,48.163,2.09,0.314,19.317
7099,12.241,48.673,2.077,0.34,14.176
7099.5,12.224,54.553,2.116,0.36,11
7100,12.194,57.136,2.164,0.342,8.852
7100.5,12.179,61.75,2.203,0.347,7.317
7101,12.111,61.134,2.222,0.335,6.459
7101.5,12.163,62.04,2.207,0.36,6.188
7102,12.159,59.129,2.171,0.329,6.429
7102.5,12.081,55.478,2.135,0.296,6.361
7103,11.976,55.101,2.116,0.254,6.28
7103.5,11.953,57.586,2.144,0.263,6.607
7104,12.031,62.21,2.188,0.297,7.081
7104.5,12.096,61.202,2.229,0.334,7.476
7105,12.106,61.558,2.231,0.333,7.581
7105.5,12.093,61.796,2.206,0.316,7.637
7106,12.082,61.383,2.181,0.284,8.26
7106.5,12.103,55.222,2.159,0.291,10.182
7107,12.066,50.035,2.118,0.284,12.593
7107.5,12.061,46.177,2.073,0.31,15.801
7108,12.056,46.003,2.052,0.314,21.614
7108.5,12.033,44.868,2.071,0.301,27.433
7109,11.996,47.069,2.097,0.287,25.804
7109.5,11.972,49.781,2.119,0.274,22.143
7110,11.985,50.808,2.119,0.298,17.203
7110.5,12.003,51.03,2.124,0.288,12.686
7111,12,54.181,2.156,0.294,9.583
7111.5,12,57.772,2.199,0.304,8.636
7112,11.991,59.351,2.187,0.303,8.219
7112.5,12.017,58.31,2.145,0.291,7.367
7113,12.007,56.691,2.12,0.296,6.93
7113.5,11.978,56.642,2.107,0.302,7.814
7114,11.978,53.112,2.116,0.296,9.225
7114.5,11.989,49.87,2.121,0.26,10.158
7115,12.007,47.291,2.137,0.251,10.238
7115.5,12.02,48.372,2.121,0.282,10.081
7116,12.061,51.615,2.097,0.298,8.449
7116.5,12.078,55.168,2.118,0.315,7.176
7117,12.091,57.439,2.172,0.303,6.235
7117.5,12.095,59.399,2.243,0.306,5.387
7118,12.083,61.022,2.24,0.33,5.522
7118.5,12.098,62.099,2.177,0.337,5.861
7119,12.122,58.763,2.116,0.306,6.288
7119.5,12.135,52.48,2.095,0.255,7.039
7120,12.218,48.238,2.127,0.227,8.9
7120.5,12.359,43.906,2.168,0.239,13.435
7121,12.331,42.482,2.185,0.244,21.44
7121.5,12.199,38.515,2.167,0.251,31.367
7122,12.109,41.851,2.126,0.27,40.865
7122.5,11.972,42.824,2.082,0.275,42.146
7123,11.933,43.353,2.079,0.262,40.408
7123.5,11.948,39.969,2.113,0.235,40.361
7124,11.946,40.25,2.164,0.222,43.824
7124.5,11.952,39.135,2.173,0.219,45.343
7125,11.943,39.099,2.156,0.218,45.945
7125.5,11.941,40.673,2.137,0.219,45.292
7126,11.95,42.142,2.124,0.216,44.042
7126.5,11.964,41.545,2.122,0.214,41.282
7127,11.987,39.194,2.121,0.221,37.875
7127.5,12.044,40.895,2.122,0.24,35.463
7128,12.058,40.554,2.137,0.236,34.772
7128.5,12.045,37.489,2.166,0.225,31.814
7129,12.058,34.247,2.184,0.213,28.976
7129.5,12.049,35.013,2.189,0.209,26.453
7130,12.06,39.441,2.191,0.206,21.361
7130.5,12.066,43.011,2.201,0.215,16.487
7131,12.113,47.259,2.196,0.244,14.06
7131.5,12.157,50.936,2.192,0.286,13.015
7132,12.161,58.107,2.164,0.318,12.138
7132.5,12.161,58.191,2.126,0.304,11.437
7133,12.165,57.579,2.084,0.293,10.606
7133.5,12.161,54.14,2.068,0.259,10.001
7134,12.177,52.268,2.084,0.252,10.572
7134.5,12.276,49.391,2.112,0.23,11.66
7135,12.3,44.213,2.136,0.215,11.954
7135.5,12.306,44.87,2.141,0.231,11.721
7136,12.346,47.733,2.146,0.262,11.09
7136.5,12.368,54.533,2.155,0.31,10.868
7137,12.351,59.655,2.166,0.348,10.748
7137.5,12.462,61.387,2.186,0.346,10.701
7138,12.484,60.376,2.188,0.327,10.622
7138.5,12.494,56.482,2.163,0.315,11.131
7139,12.427,50.347,2.111,0.311,12.15
7139.5,12.4,46.003,2.098,0.286,13.976
7140,12.326,43.022,2.121,0.239,15.144
7140.5,12.248,45.212,2.155,0.211,15.763
7141,12.237,45.992,2.176,0.226,16.637
7141.5,12.241,51.798,2.166,0.269,17.773
7142,12.278,54.21,2.119,0.318,18.067
7142.5,12.334,53.928,2.062,0.334,16.587
7143,12.358,49.303,2.044,0.33,13.909
7143.5,12.41,50.15,2.066,0.324,13.029
7144,12.445,52.293,2.097,0.349,14.258
7144.5,12.457,53.942,2.105,0.351,15.58
7145,12.313,49.061,2.086,0.319,15.954
7145.5,12.133,46.689,2.076,0.265,15.201
7146,12.093,43.837,2.081,0.249,15.103
7146.5,12.106,46.039,2.088,0.256,15.573
7147,12.126,43.739,2.087,0.261,16.18
7147.5,12.166,44.388,2.087,0.239,16.254
7148,12.229,44.528,2.093,0.238,15.903
7148.5,12.171,47.939,2.085,0.266,14.935
7149,12.182,53.787,2.059,0.306,13.275
7149.5,12.23,55.189,2.039,0.34,11.393
7150,12.234,56.366,2.049,0.371,10.402
7150.5,12.278,54.331,2.076,0.381,10.302
7151,12.299,56.239,2.101,0.376,10.05
7151.5,12.275,55.051,2.134,0.344,9.664
7152,12.285,56.489,2.174,0.352,9.631
7152.5,12.317,55.367,2.231,0.348,8.518
7153,12.336,60.166,2.241,0.357,7.645
7153.5,12.342,60.011,2.217,0.341,6.988
7154,12.307,59.173,2.231,0.322,6.044
7154.5,12.315,57.551,2.253,0.319,5.075
7155,12.307,58.967,2.294,0.308,4.329
7155.5,12.306,61.035,2.314,0.317,3.834
7156,12.319,61.942,2.337,0.321,3.527
7156.5,12.34,60.053,2.284,0.321,3.274
7157,12.42,58.668,2.212,0.334,2.976
7157.5,12.533,56.205,2.209,0.325,2.741
7158,12.537,58.281,2.274,0.333,2.622
7158.5,12.558,63.966,2.38,0.328,2.482
7159,12.54,68.302,2.419,0.333,2.305
7159.5,12.53,69.714,2.415,0.333,2.158
7160,12.459,68.188,2.404,0.334,2.021
7160.5,12.413,69.284,2.388,0.331,1.929
7161,12.44,68.212,2.394,0.338,1.848
7161.5,12.485,71.099,2.389,0.366,1.775
7162,12.499,72.757,2.388,0.39,1.729
7162.5,12.494,76.245,2.371,0.407,1.691
7163,12.481,76.829,2.355,0.409,1.641
7163.5,12.496,76.61,2.356,0.421,1.578
7164,12.494,77.377,2.366,0.431,1.532
7164.5,12.513,76.034,2.37,0.418,1.509
7165,12.526,73.168,2.365,0.409,1.502
7165.5,12.528,71.707,2.356,0.418,1.512
7166,12.519,72.34,2.366,0.421,1.537
7166.5,12.528,73.37,2.357,0.435,1.572
7167,12.528,76.435,2.363,0.417,1.617
7167.5,12.526,74.968,2.372,0.369,1.68
7168,12.533,76.113,2.399,0.326,1.751
7168.5,12.542,71.796,2.397,0.282,1.819
7169,12.619,70.603,2.399,0.287,1.884
7169.5,12.64,68.332,2.385,0.279,1.942
7170,12.702,68.579,2.385,0.28,1.979
7170.5,12.686,68.543,2.38,0.287,1.997
7171,12.599,68.203,2.374,0.284,2.003
7171.5,12.546,66.584,2.393,0.282,2.011
7172,12.523,65.938,2.397,0.276,2.013
7172.5,12.528,64.98,2.409,0.28,2.01
7173,12.494,64.725,2.403,0.287,1.999
7173.5,12.489,65.208,2.402,0.287,1.985
7174,12.498,65.674,2.405,0.29,1.974
7174.5,12.481,66.587,2.423,0.292,1.962
7175,12.487,67.978,2.424,0.3,1.951
7175.5,12.496,69.298,2.404,0.292,1.942
7176,12.484,68.128,2.367,0.287,1.935
7176.5,12.491,67.176,2.37,0.286,1.925
7177,12.481,65.925,2.382,0.288,1.901
7177.5,12.514,66.137,2.384,0.299,1.854
7178,12.556,67.649,2.375,0.302,1.801
7178.5,12.506,72.488,2.359,0.309,1.757
7179,12.425,73.181,2.337,0.32,1.704
7179.5,12.28,68.729,2.298,0.347,1.659
7180,12.223,64.555,2.265,0.352,1.624
7180.5,12.238,63.456,2.259,0.334,1.597
7181,12.244,65.627,2.277,0.318,1.584
7181.5,12.26,65.564,2.307,0.291,1.591
7182,12.37,66.525,2.334,0.318,1.616
7182.5,12.452,68.623,2.356,0.31,1.657
7183,12.498,69.997,2.359,0.335,1.701
7183.5,12.633,69.573,2.352,0.344,1.751
7184,12.712,71.862,2.365,0.361,1.841
7184.5,12.71,75.676,2.375,0.358,1.992
7185,12.7,76.259,2.384,0.319,2.174
7185.5,12.705,68.396,2.382,0.282,2.313
7186,12.636,58.409,2.346,0.238,2.463
7186.5,12.523,54.841,2.326,0.232,2.684
7187,12.543,54.011,2.332,0.245,2.916
7187.5,12.79,57.713,2.374,0.3,3.132
7188,12.923,60.307,2.408,0.314,3.312
7188.5,12.959,66.469,2.41,0.31,3.407
7189,13.039,64.083,2.416,0.286,3.291
7189.5,13.235,64.37,2.419,0.27,3.062
7190,13.31,60.249,2.417,0.26,2.824
7190.5,13.385,59.397,2.406,0.26,2.61
7191,13.385,60.149,2.412,0.271,2.494
7191.5,13.133,62.943,2.395,0.278,2.455
7192,12.81,65.154,2.377,0.273,2.439
7192.5,12.785,64.049,2.365,0.26,2.429
7193,12.83,62.755,2.37,0.249,2.41
7193.5,12.858,60.956,2.376,0.243,2.394
7194,12.833,57.94,2.386,0.24,2.384
7194.5,12.793,55.385,2.382,0.24,2.379
7195,12.785,53.938,2.383,0.245,2.376
7195.5,12.779,55.737,2.382,0.241,2.386
7196,12.785,54.787,2.377,0.242,2.406
7196.5,12.781,55.707,2.367,0.24,2.429
7197,12.714,52.692,2.353,0.242,2.451
7197.5,12.681,50.711,2.339,0.23,2.478
