,Depth,Forest,Lasso,SGDRegressor,XGB,Original,Ols,Ridge
8850,9954.0,100.90525409516641,135.53236523213187,128.9823740536233,103.10108,105.41320000000005,142.24518811287862,134.68260814576902
8851,9954.5,100.9037794149086,135.41034543544495,129.27125607330467,103.04858,105.96269999999997,142.384611625738,134.95436107684253
8852,9955.0,100.92657233734347,134.61179243155277,128.5327072159235,103.38984,106.20009999999998,141.6031788025306,134.20229586281772
8853,9955.5,100.94487261747648,134.1883649482708,127.57162203471896,103.45248,106.25119999999995,141.27618488812152,133.40437819654503
8854,9956.0,101.01625438743493,133.97608528002178,127.14370111076641,103.710045,106.47660000000005,141.20487811597815,133.07920473837697
8855,9956.5,100.98493452190213,132.9255242312832,126.23813728992754,103.76279,106.95370000000001,140.26928242002154,132.16568498826544
8856,9957.0,100.98729415860444,131.31727520703834,125.17012704174188,103.7072,107.31250000000004,138.7400732752992,130.96600225941881
8857,9957.5,101.03882636554782,129.95578993911377,124.13355256828908,103.03488,107.41279999999996,137.40167302511804,129.82049431270255
8858,9958.0,101.01465150177076,129.4613137385658,123.73855068580099,103.06173,107.63850000000001,137.02172915222638,129.4264162798467
8859,9958.5,101.01465150177076,129.64041118525196,123.70293242389974,103.03826,108.17419999999998,137.39688181155287,129.52820153954187
8860,9959.0,101.01465150177076,130.12381370016251,123.80577542884117,102.90767,108.76820000000001,138.08583701477846,129.8220544001318
8861,9959.5,101.0102533172329,130.62745574123923,124.04149806979144,103.85124,109.23689999999998,138.79337613002676,130.2141765404114
8862,9960.0,101.02183987649975,130.59031884220482,123.7695985699768,103.8229,109.69090000000004,138.8531563091673,130.04909633876204
8863,9960.5,101.02183987649975,130.28206196312232,123.32197920820666,103.55657,110.09809999999996,138.5327996880161,129.65179858890278
8864,9961.0,101.0594272276781,129.89181352666333,122.78231499371417,103.106544,110.39290000000004,138.12268659288807,129.14983786426563
8865,9961.5,101.0594272276781,129.46578635299542,122.48788284992837,103.18461,110.35699999999997,137.62495421022993,128.793829097062
8866,9962.0,101.0594272276781,129.04063751612043,122.17075731567708,103.07587,110.20870000000001,137.05497935687654,128.39690549716812
8867,9962.5,101.10721567440753,128.66928850739362,122.07760355033565,102.95292,110.06009999999998,136.60815658177884,128.20270524768958
8868,9963.0,101.13408019542186,128.5218561603574,122.145347427607,102.61733,109.76270000000002,136.39443820444717,128.1801231309929
8869,9963.5,101.04407298664682,129.14644917068085,122.96871260424322,102.74934,109.82960000000003,137.21340132407707,129.02803214679312
8870,9964.0,101.01549846916606,131.0929984869095,124.4921250693628,103.574875,110.10709999999997,139.57702249101393,130.822160437585
8871,9964.5,100.96310499527212,134.3130345492749,126.94758720314695,103.47091,110.1059,143.20129243151356,133.6462857030905
